0.0 0.5909090909090909 0.34285714285714286 0.3333333333333333 
0.0 0.6476190476190476 0.3006535947712418 0.0 
0.0 0.7132352941176471 0.22875816993464052 0.0 
0.0 0.3333333333333333 0.5928853754940712 0.1388888888888889 
0.0 0.6666666666666666 0.5974025974025974 0.18181818181818182 
0.0 0.46153846153846156 0.4368421052631579 0.0 
0.0 0.5 0.5072463768115942 0.14285714285714285 0.0 
0.0 0.5 0.4528985507246377 0.0 
0.0 0.5761904761904761 0.10476190476190476 
0.0 0.6666666666666666 0.43 0.3 
0.0 0.0 0.47368421052631576 0.2948717948717949 0.0 
0.0 0.6593406593406593 0.2578947368421053 0.0 
0.0 0.6198830409356725 0.19047619047619047 0.0 
0.0 0.6571428571428571 0.29239766081871343 0.0 
0.0 0.8055555555555556 0.37318840579710144 0.0 
0.0 0.5810276679841897 0.14102564102564102 
0.0 0.6538461538461539 0.3116883116883117 0.0 
0.0 0.7777777777777778 0.36 0.0 
0.0 0.5421052631578948 0.23809523809523808 0.0 
0.0 0.5416666666666666 0.30409356725146197 0.0 
0.0 0.5816993464052288 0.25833333333333336 0.0 
0.0 0.6703296703296703 0.3157894736842105 0.0 
0.0 0.6 0.20833333333333334 
0.0 1.0 0.6029411764705882 0.27941176470588236 
0.0 0.6388888888888888 0.4268774703557312 0.16666666666666666 
0.0 0.42857142857142855 0.4528985507246377 0.1 
0.0 0.49523809523809526 0.21978021978021978 0.0 
0.0 0.5614035087719298 0.27941176470588236 
0.0 0.5770750988142292 0.1282051282051282 
0.0 0.6761904761904762 0.2857142857142857 
0.0 0.6428571428571429 0.40217391304347827 0.16666666666666666 
0.0 0.6444444444444445 0.4380952380952381 0.1 
0.0 0.0 0.7692307692307693 0.2578947368421053 0.0 
0.0 0.5800865800865801 0.15384615384615385 
0.0 0.5333333333333333 0.32105263157894737 0.0 
0.0 0.6 0.20952380952380953 0.0 
0.0 0.45454545454545453 0.48095238095238096 0.0 
