69.0 2072.0 38.0 0.0 
67.0 2109.0 15.0 0.0 
75.0 2192.0 16.0 0.0 
31.0 1295.0 154.0 0.0 
67.0 2105.0 0.0 
36.0 1721.0 85.0 0.0 
27.0 1200.0 92.0 0.0 
39.0 1370.0 181.0 0.0 
88.0 1779.0 0.0 
46.0 1725.0 62.0 0.0 
108.0 1687.0 0.0 
60.0 2090.0 35.0 0.0 
32.0 1374.0 162.0 0.0 
73.0 2040.0 24.0 0.0 
66.0 2124.0 0.0 
18.0 595.0 239.0 0.0 
31.0 1272.0 31.0 0.0 
39.0 1383.0 108.0 0.0 
42.0 1572.0 68.0 0.0 
30.0 1470.0 132.0 0.0 
96.0 1810.0 0.0 
31.0 1052.0 86.0 0.0 
36.0 1214.0 195.0 0.0 
75.0 2060.0 0.0 
48.0 1773.0 21.0 0.0 
38.0 1537.0 12.0 0.0 
66.0 2159.0 31.0 0.0 
55.0 2148.0 20.0 0.0 
40.0 1583.0 135.0 0.0 
73.0 2170.0 16.0 0.0 
25.0 1151.0 113.0 0.0 
72.0 1931.0 0.0 
27.0 1035.0 100.0 0.0 
31.0 1178.0 113.0 0.0 
25.0 1126.0 340.0 0.0 
58.0 1875.0 24.0 0.0 
9.0 173.0 1980.0 0.0 
85.0 1944.0 0.0 
41.0 1759.0 23.0 0.0 
93.0 1639.0 0.0 
86.0 1825.0 20.0 0.0 
71.0 2166.0 0.0 
74.0 2094.0 28.0 0.0 
82.0 1847.0 0.0 
76.0 2104.0 0.0 
12.0 341.0 1301.0 0.0 
75.0 1931.0 0.0 
48.0 1690.0 4.0 0.0 
47.0 1830.0 8.0 0.0 
40.0 1435.0 71.0 0.0 
40.0 1717.0 7.0 0.0 
88.0 1993.0 20.0 0.0 
104.0 1714.0 0.0 
97.0 1810.0 0.0 
69.0 2048.0 4.0 0.0 
83.0 1916.0 0.0 
27.0 913.0 227.0 0.0 
72.0 1653.0 0.0 
70.0 1650.0 0.0 
63.0 1916.0 0.0 
20.0 798.0 51.0 0.0 
43.0 1687.0 50.0 0.0 
28.0 1100.0 318.0 0.0 
21.0 1048.0 247.0 0.0 
4.0 231.0 1636.0 0.0 
80.0 1998.0 0.0 
47.0 1721.0 83.0 0.0 
22.0 873.0 165.0 0.0 
8.0 169.0 1980.0 0.0 
17.0 602.0 504.0 0.0 
29.0 1071.0 113.0 0.0 
46.0 1962.0 26.0 0.0 
28.0 1080.0 121.0 0.0 
24.0 1101.0 183.0 0.0 
92.0 1771.0 20.0 0.0 
42.0 1739.0 34.0 0.0 
25.0 865.0 191.0 0.0 
90.0 2179.0 0.0 
34.0 1254.0 284.0 0.0 
28.0 1204.0 187.0 0.0 
33.0 1312.0 139.0 0.0 
21.0 806.0 199.0 0.0 
76.0 1798.0 7.0 0.0 
63.0 1931.0 24.0 0.0 
80.0 2132.0 12.0 0.0 
94.0 1754.0 0.0 
38.0 1554.0 59.0 0.0 
12.0 449.0 643.0 0.0 
32.0 1353.0 59.0 0.0 
32.0 1299.0 84.0 0.0 
40.0 1649.0 66.0 0.0 
54.0 1822.0 82.0 0.0 
44.0 1856.0 58.0 0.0 
22.0 777.0 88.0 0.0 
14.0 610.0 459.0 0.0 
28.0 1274.0 126.0 0.0 
20.0 899.0 252.0 0.0 
26.0 1116.0 110.0 0.0 
17.0 799.0 476.0 0.0 
8.0 304.0 1077.0 0.0 
51.0 1997.0 20.0 0.0 
24.0 1138.0 226.0 0.0 
114.0 1547.0 0.0 
57.0 2063.0 20.0 0.0 
74.0 2073.0 0.0 
58.0 2101.0 28.0 0.0 
79.0 1812.0 0.0 
77.0 2277.0 12.0 0.0 
60.0 1912.0 38.0 0.0 
43.0 1433.0 215.0 0.0 
66.0 2118.0 0.0 
106.0 1697.0 0.0 
53.0 1910.0 12.0 0.0 
82.0 2252.0 4.0 0.0 
38.0 1299.0 95.0 0.0 
80.0 1786.0 0.0 
81.0 2059.0 0.0 
27.0 1306.0 38.0 0.0 
37.0 1384.0 80.0 0.0 
107.0 1717.0 0.0 
60.0 1952.0 4.0 0.0 
49.0 2015.0 53.0 0.0 
43.0 1535.0 4.0 0.0 
75.0 2170.0 0.0 
22.0 851.0 107.0 0.0 
55.0 1947.0 37.0 0.0 
90.0 1883.0 0.0 
20.0 514.0 513.0 0.0 
64.0 2128.0 4.0 0.0 
33.0 1354.0 228.0 0.0 
33.0 1382.0 83.0 0.0 
35.0 1349.0 123.0 0.0 
22.0 1126.0 226.0 0.0 
89.0 1956.0 0.0 
19.0 666.0 438.0 0.0 
24.0 717.0 203.0 0.0 
40.0 1686.0 49.0 0.0 
37.0 1595.0 51.0 0.0 
66.0 1910.0 0.0 
48.0 1888.0 47.0 0.0 
44.0 1371.0 25.0 0.0 
38.0 1634.0 45.0 0.0 
16.0 610.0 620.0 0.0 
23.0 1013.0 100.0 0.0 
28.0 1397.0 72.0 0.0 
20.0 961.0 299.0 0.0 
26.0 975.0 139.0 0.0 
23.0 963.0 183.0 0.0 
54.0 2144.0 20.0 0.0 
19.0 679.0 237.0 0.0 
82.0 2037.0 27.0 0.0 
82.0 1892.0 0.0 
70.0 1970.0 0.0 
89.0 2078.0 0.0 
61.0 2156.0 20.0 0.0 
19.0 931.0 125.0 0.0 
50.0 1620.0 0.0 
32.0 1700.0 101.0 0.0 
31.0 1000.0 115.0 0.0 
80.0 1825.0 0.0 
57.0 1928.0 12.0 0.0 
39.0 1471.0 67.0 0.0 
20.0 719.0 252.0 0.0 
85.0 1833.0 0.0 
15.0 694.0 535.0 0.0 
28.0 907.0 298.0 0.0 
20.0 810.0 303.0 0.0 
93.0 1821.0 0.0 
7.0 353.0 1011.0 0.0 
14.0 606.0 391.0 0.0 
24.0 1282.0 103.0 0.0 
42.0 1480.0 27.0 0.0 
11.0 471.0 913.0 0.0 
28.0 1165.0 218.0 0.0 
34.0 1134.0 202.0 0.0 
27.0 829.0 384.0 0.0 
27.0 999.0 231.0 0.0 
