Inter-edge Weight MLN,Measurement,0.1,0.2,0.3,0.4,0.5
0.5,dg,0.4043,0.4101,0.411,0.4124,0.4105
0.5,gaccs,0.4037,0.4102,0.4128,0.412,0.4126
0.5,pr,0.4041,0.4063,0.4135,0.4109,0.4128
0.5,pr_w,0.4055,0.4055,0.4055,0.4055,0.4055
0.5,sp,0.4033,0.4098,0.4113,0.4123,0.4097
0.5,sp_w,0.3933,0.3933,0.3933,0.3933,0.3933
0.5,stg,0.4047,0.4047,0.4047,0.4047,0.4047
0.5,accs_h2,0.3579,0.3638,0.3707,0.3861,0.4002
0.5,sym_h_b_h2,0.3415,0.3425,0.3451,0.348,0.351
0.5,sym_l_b_h2,0.3701,0.3646,0.3374,0.3206,0.3073
0.6,dg,0.4045,0.4089,0.4103,0.4135,0.4081
0.6,gaccs,0.4037,0.409,0.4103,0.412,0.4094
0.6,pr,0.403,0.4079,0.4134,0.413,0.4103
0.6,pr_w,0.4088,0.4088,0.4088,0.4088,0.4088
0.6,sp,0.4037,0.41,0.4093,0.4127,0.4094
0.6,sp_w,0.3937,0.3937,0.3937,0.3937,0.3937
0.6,stg,0.4055,0.4055,0.4055,0.4055,0.4055
0.6,accs_h2,0.3565,0.3702,0.3695,0.3833,0.3993
0.6,sym_h_b_h2,0.3425,0.3454,0.3435,0.3488,0.352
0.6,sym_l_b_h2,0.3712,0.365,0.3408,0.322,0.3067
0.7,dg,0.4042,0.4112,0.411,0.413,0.4084
0.7,gaccs,0.4033,0.4124,0.4114,0.4136,0.4095
0.7,pr,0.4052,0.407,0.4135,0.4128,0.4114
0.7,pr_w,0.4086,0.4086,0.4086,0.4086,0.4086
0.7,sp,0.4039,0.4108,0.4112,0.4118,0.4078
0.7,sp_w,0.3915,0.3915,0.3915,0.3915,0.3915
0.7,stg,0.4068,0.4068,0.4068,0.4068,0.4068
0.7,accs_h2,0.3585,0.3659,0.3701,0.3871,0.3939
0.7,sym_h_b_h2,0.3436,0.3445,0.3423,0.3458,0.3484
0.7,sym_l_b_h2,0.3675,0.3665,0.3447,0.3208,0.3136
0.8,dg,0.4037,0.4108,0.4129,0.416,0.4091
0.8,gaccs,0.4027,0.411,0.4124,0.4139,0.41
0.8,pr,0.4039,0.4076,0.4153,0.4154,0.4132
0.8,pr_w,0.409,0.409,0.409,0.409,0.409
0.8,sp,0.4042,0.4093,0.4105,0.4142,0.4073
0.8,sp_w,0.393,0.393,0.393,0.393,0.393
0.8,stg,0.4077,0.4077,0.4077,0.4077,0.4077
0.8,accs_h2,0.3596,0.366,0.3711,0.3843,0.3945
0.8,sym_h_b_h2,0.3398,0.3415,0.3453,0.3454,0.3456
0.8,sym_l_b_h2,0.3678,0.3673,0.3443,0.3237,0.3144
0.9,dg,0.4039,0.4111,0.4124,0.415,0.4113
0.9,gaccs,0.403,0.4109,0.413,0.4149,0.4125
0.9,pr,0.4017,0.4066,0.4151,0.4166,0.4132
0.9,pr_w,0.4104,0.4104,0.4104,0.4104,0.4104
0.9,sp,0.4039,0.4113,0.4124,0.4129,0.4104
0.9,sp_w,0.3919,0.3919,0.3919,0.3919,0.3919
0.9,stg,0.4075,0.4075,0.4075,0.4075,0.4075
0.9,accs_h2,0.3602,0.3682,0.3715,0.384,0.3885
0.9,sym_h_b_h2,0.3435,0.3441,0.3456,0.3405,0.3447
0.9,sym_l_b_h2,0.368,0.366,0.3425,0.3276,0.3132
1,dg,0.3891,0.3891,0.3891,0.3891,0.3891
1,gaccs,0.3885,0.3885,0.3885,0.3885,0.3885
1,pr,0.3932,0.3932,0.3932,0.3932,0.3932
1,pr_w,0.4043,0.4043,0.4043,0.4043,0.4043
1,sp,0.3891,0.3891,0.3891,0.3891,0.3891
1,sp_w,0.3952,0.3952,0.3952,0.3952,0.3952
1,stg,0.4059,0.4059,0.4059,0.4059,0.4059
1,accs_h2,0.36,0.36,0.36,0.36,0.36
1,sym_h_b_h2,0.3415,0.3415,0.3415,0.3415,0.3415
1,sym_l_b_h2,0.3755,0.3755,0.3755,0.3755,0.3755
1.1,dg,0.4039,0.4096,0.4114,0.4151,0.4138
1.1,gaccs,0.4029,0.4106,0.4134,0.413,0.4144
1.1,pr,0.4012,0.4094,0.4102,0.4154,0.4144
1.1,pr_w,0.4105,0.4105,0.4105,0.4105,0.4105
1.1,sp,0.4035,0.41,0.41,0.4132,0.4112
1.1,sp_w,0.3947,0.3947,0.3947,0.3947,0.3947
1.1,stg,0.4092,0.4092,0.4092,0.4092,0.4092
1.1,accs_h2,0.3595,0.3696,0.3701,0.3811,0.3938
1.1,sym_h_b_h2,0.3459,0.345,0.3401,0.3432,0.3462
1.1,sym_l_b_h2,0.3653,0.3641,0.3449,0.3276,0.316
1.3,dg,0.4038,0.4112,0.4123,0.4168,0.4131
1.3,gaccs,0.4031,0.4122,0.4128,0.4165,0.4143
1.3,pr,0.3994,0.4094,0.4086,0.4129,0.417
